,B0,E,Eh,El,Th,Tl,aic,bic,chisqr,id
0,,,,,,,,,,339
0,,,,,,,,,,340
0,8.553685488037094e-06,0.5657309537972991,1.8938794736652789,-2.619201648378341e-05,1.8938794736652789,1.8938794736652789,-71.40856971390679,-65.14143508756625,0.39561482100193307,341
0,0.00030097212020570237,18.759696726276708,20.01540360217266,18.468092781568874,20.01540360217266,20.01540360217266,-28.13584303393211,-29.38528621856378,0.007464866712846187,342
0,0.00036951943606141306,20.133562875177,21.456344442523825,19.967477866867554,21.456344442523825,21.456344442523825,-56.30738211686308,-57.556825301494754,6.821785547374332e-05,343
0,0.0001646679160952531,20.186113770158048,21.629154507637132,19.938300985589454,21.629154507637132,21.629154507637132,-33.003559302006046,-34.25300248663771,0.0033165382103651836,344
0,0.0003376782775854943,18.885278847702185,20.728624648406303,18.77488427510729,20.728624648406303,20.728624648406303,-27.938156052899316,-29.187599237530986,0.007714914520165133,345
0,,,,,,,,,,346
0,,,,,,,,,,347
0,9.445370454977848e-05,0.32321114588364336,1.5476559970025958,0.0007330805606167667,1.5476559970025958,1.5476559970025958,-33.680095881765844,-34.92953906639751,0.0029628908628416893,348
0,0.00028552125159123114,19.16355425677964,20.39622413090967,18.939315927735425,20.39622413090967,20.39622413090967,-38.66869382818555,-39.918137012817226,0.0012901163956801657,349
0,,,,,,,,,,350
0,8.740276812364237e-05,0.28194965679362505,1.5552190281704854,0.00011341164289541322,1.5552190281704854,1.5552190281704854,-29.73737765140077,-30.98682083603244,0.005716090768375816,351
0,8.632844225536581e-06,1.8699490758962913,-0.0012558154104693735,1.4557665107233848,-0.0012558154104693735,-0.0012558154104693735,-18.819298230061317,-20.068741414692987,0.035267612264864454,352
0,,,,,,,,,,353
0,6.133917171354351e-05,1.2853101705625605,0.6957283673560989,0.6964728822626156,0.6957283673560989,0.6957283673560989,-26.926969301391402,-28.17641248602307,0.009131103305772919,354
0,,,,,,,,,,355
0,9.171504074141832e-06,0.5630604463985307,0.0019595436019164427,0.0015907169646516438,0.0019595436019164427,0.0019595436019164427,-25.89593108440647,-27.14537426903814,0.010843070736193727,356
0,,,,,,,,,,357
0,,,,,,,,,,358
0,,,,,,,,,,359
0,,,,,,,,,,360
0,,,,,,,,,,361
0,5.966205335265771e-07,0.2854078482547044,13.196683649247332,1.7484233503619375e-05,13.196683649247332,13.196683649247332,-0.7017023463156278,-1.9511455309472971,0.7223894205690637,365
0,,,,,,,,,,366
0,,,,,,,,,,367
0,,,,,,,,,,368
0,,,,,,,,,,370
0,,,,,,,,,,372
0,,,,,,,,,,373
0,,,,,,,,,,374
0,,,,,,,,,,375
0,,,,,,,,,,376
0,,,,,,,,,,377
0,,,,,,,,,,378
0,,,,,,,,,,379
0,,,,,,,,,,380
0,,,,,,,,,,381
0,,,,,,,,,,382
0,,,,,,,,,,383
0,,,,,,,,,,388
0,3.405889672908381e-06,0.20912601963856361,-2.3886583078461148,0.0010205288453933178,-2.3886583078461148,-2.3886583078461148,-16.18973304142972,-15.713083791350705,0.23591703355496402,389
0,,,,,,,,,,390
0,1.7319537085082027e-06,0.3242313035163618,-2.1889252940159474,0.0002524185079172595,-2.1889252940159474,-2.1889252940159474,-7.683748203881073,-7.20709895380206,0.6831594551294595,391
0,,,,,,,,,,392
0,,,,,,,,,,393
0,2.2186343607959856e-06,0.1807405710540569,-2.692837697000656,-0.00019734966857599652,-2.692837697000656,-2.692837697000656,-8.055530870964532,-7.578881620885518,0.6521375212129121,394
0,,,,,,,,,,395
0,,,,,,,,,,396
0,,,,,,,,,,397
0,,,,,,,,,,398
0,,,,,,,,,,401
0,,,,,,,,,,402
0,,,,,,,,,,405
0,,,,,,,,,,406
0,,,,,,,,,,412
0,,,,,,,,,,413
0,,,,,,,,,,414
0,,,,,,,,,,415
0,,,,,,,,,,416
0,,,,,,,,,,417
0,,,,,,,,,,418
0,,,,,,,,,,419
0,,,,,,,,,,420
0,,,,,,,,,,421
0,,,,,,,,,,422
0,,,,,,,,,,423
0,,,,,,,,,,424
0,,,,,,,,,,425
0,,,,,,,,,,426
0,,,,,,,,,,427
0,,,,,,,,,,428
0,,,,,,,,,,429
0,,,,,,,,,,430
0,,,,,,,,,,431
0,,,,,,,,,,432
0,,,,,,,,,,433
0,0.00011126222500353283,3.7499086622452698,8.272616035286628,3.675300569754932,8.272616035286628,8.272616035286628,-141.70887907820472,-130.8689041395828,1.4783248983900024,436
0,,,,,,,,,,437
0,,,,,,,,,,438
0,,,,,,,,,,439
0,,,,,,,,,,440
0,,,,,,,,,,441
0,,,,,,,,,,442
0,,,,,,,,,,443
0,1.5481805845180674e-09,-0.3007036430476148,57.19925957854275,-1.4693903484704218,57.19925957854275,57.19925957854275,-41.12154582649694,-39.30603526853267,0.04931290390655362,444
0,,,,,,,,,,445
0,,,,,,,,,,446
0,,,,,,,,,,447
0,,,,,,,,,,448
0,,,,,,,,,,451
0,,,,,,,,,,454
0,1.459271558746752,0.34708114195579887,1.258302516713643,-0.00014335177509475558,1.258302516713643,1.258302516713643,-10.32121772579653,-9.137870261779213,0.753587060942206,455
0,,,,,,,,,,456
0,,,,,,,,,,457
0,1499247.724595906,17.581170323672765,20.213945548685675,16.961113208668777,20.213945548685675,20.213945548685675,-18.289788939011316,-17.813139688932303,0.18144874248808218,458
0,557184.3316223137,18.53470034585166,28.753641105577113,18.49534656478817,28.753641105577113,28.753641105577113,-49.17568292577151,-48.6990336756925,0.003819946643842863,459
0,,,,,,,,,,460
0,,,,,,,,,,461
0,2.614154353608344e-07,1.7962716353377026,-5.198092669839949,1.5390434656456304,-5.198092669839949,-5.198092669839949,-30.869346391145044,-32.11878957577672,0.004733304966931496,463
0,4.5167505021378895e-08,0.7614850104269402,13.52347949184127,-0.00020646839325105533,13.52347949184127,13.52347949184127,-0.5868395302894989,-1.8362827149211682,0.7363519223593773,464
0,,,,,,,,,,465
0,,,,,,,,,,466
0,,,,,,,,,,467
0,,,,,,,,,,468
0,7.336211577860793e-06,3.52563395810193,2.9835732512294015,4.477283374321653,2.9835732512294015,2.9835732512294015,-143.02210962840473,-135.70885467919553,0.050690915785465515,469
0,,,,,,,,,,470
0,,,,,,,,,,471
0,,,,,,,,,,476
0,,,,,,,,,,478
0,5.029387715974253e-07,0.5348350462631035,3.6359609203816605,0.0009285883717767189,3.6359609203816605,3.6359609203816605,-63.921113792283535,-59.67281258567027,0.09504950811730159,479
0,,,,,,,,,,480
0,,,,,,,,,,481
0,,,,,,,,,,482
0,,,,,,,,,,483
0,,,,,,,,,,484
0,,,,,,,,,,485
0,8.109377892445534e-05,0.13943586435536062,0.001772787403853937,0.0017106910059218059,0.001772787403853937,0.001772787403853937,-6.980501978588823,-6.503852728509809,0.7459317240830067,486
0,6.380610289374025e-05,0.08221820220120019,-0.0004128043766745887,-0.0011560567938462963,-0.0004128043766745887,-0.0004128043766745887,-14.300541933862391,-13.823892683783377,0.2987565653075701,487
0,3.2254087151727844e-05,0.6868279479060665,0.0008790535121256241,1.7688745684134384,0.0008790535121256241,0.0008790535121256241,-28.167656590970942,-29.417099775602612,0.00742539080060423,488
0,8.844756769149416e-05,0.10060445849271313,0.0030726676270648166,0.00299530213185991,0.0030726676270648166,0.0030726676270648166,-13.561503221926348,-13.886042327594469,0.18163916525525417,489
0,6.70755808870424e-05,0.1282630782324647,5.549699432400103,2.54893571834456e-06,5.549699432400103,5.549699432400103,-13.250512114610725,-12.773862864531711,0.34065928253781996,490
0,,,,,,,,,,491
0,8.059656362369547e-05,0.1481158295838369,2.924399667614408,-0.00021977749503624083,2.924399667614408,2.924399667614408,-13.866449220861888,-13.389799970782875,0.3154154529364231,492
0,,,,,,,,,,493
0,,,,,,,,,,494
0,9.198163346217563e-05,0.11629596802536517,0.0019854621834928207,0.0020812721857260096,0.0019854621834928207,0.0019854621834928207,-17.10724409463089,-15.923896630613573,0.35454725006115295,495
0,,,,,,,,,,496
0,,,,,,,,,,497
0,,,,,,,,,,498
0,,,,,,,,,,499
0,,,,,,,,,,500
0,1.1362624152621902e-05,0.4826529246317845,-2.009895818037508,-3.953229305965161e-05,-2.009895818037508,-2.009895818037508,-29.073954389433553,-28.59730513935454,0.047132016313881364,501
0,,,,,,,,,,502
0,24.07211896029294,2.2809973396132275,-90.29306049902289,3.326079238094717,-90.29306049902289,-90.29306049902289,-4.604610106898587,-4.127960856819573,1.0038727581398417,505
0,,,,,,,,,,506
0,,,,,,,,,,507
0,,,,,,,,,,521
0,,,,,,,,,,522
0,,,,,,,,,,523
0,,,,,,,,,,524
0,,,,,,,,,,531
0,,,,,,,,,,532
0,,,,,,,,,,533
0,,,,,,,,,,534
0,,,,,,,,,,536
0,,,,,,,,,,538
0,5.353568757993614e-07,0.4645810994255713,-0.0006908413529708474,-0.0005245079911463603,-0.0006908413529708474,-0.0006908413529708474,-5.721178619976811,-6.970621804608481,0.3129317069933906,540
0,,,,,,,,,,543
0,,,,,,,,,,544
0,,,,,,,,,,545
0,,,,,,,,,,546
0,,,,,,,,,,547
0,,,,,,,,,,548
0,,,,,,,,,,549
0,,,,,,,,,,550
0,,,,,,,,,,551
0,,,,,,,,,,552
0,,,,,,,,,,553
0,,,,,,,,,,554
0,,,,,,,,,,555
0,,,,,,,,,,557
0,,,,,,,,,,558
0,,,,,,,,,,560
0,,,,,,,,,,561
0,,,,,,,,,,563
0,,,,,,,,,,564
0,,,,,,,,,,566
0,,,,,,,,,,567
0,,,,,,,,,,569
0,,,,,,,,,,570
0,,,,,,,,,,572
0,,,,,,,,,,573
0,,,,,,,,,,574
0,,,,,,,,,,575
0,,,,,,,,,,576
0,,,,,,,,,,577
0,,,,,,,,,,578
0,,,,,,,,,,579
0,,,,,,,,,,580
0,,,,,,,,,,581
0,,,,,,,,,,582
0,,,,,,,,,,583
0,,,,,,,,,,584
0,,,,,,,,,,585
0,,,,,,,,,,586
0,,,,,,,,,,587
0,,,,,,,,,,588
0,,,,,,,,,,589
0,,,,,,,,,,590
0,,,,,,,,,,591
0,,,,,,,,,,592
0,,,,,,,,,,593
0,,,,,,,,,,594
0,,,,,,,,,,595
0,,,,,,,,,,596
0,,,,,,,,,,597
0,,,,,,,,,,598
0,,,,,,,,,,599
0,,,,,,,,,,600
0,,,,,,,,,,601
0,,,,,,,,,,602
0,,,,,,,,,,607
0,,,,,,,,,,610
0,82.6780410583544,0.5706758712427773,-0.0002769020480297552,-0.00023638822314417943,-0.0002769020480297552,-0.0002769020480297552,-10.286485985126607,-11.535929169758276,0.14621825713972073,615
0,10.495019979771518,0.5813666143601001,-8.024469575792958,3.5710615204866802,-8.024469575792958,-8.024469575792958,-21.099256309749784,-22.348699494381453,0.02411832753038379,616
0,19.332708174910206,0.4427789008094658,-1.0296586505266998,3.35819896528131e-05,-1.0296586505266998,-1.0296586505266998,-56.95717986449142,-57.281718970159545,0.00036885182756846575,617
0,,,,,,,,,,618
0,,,,,,,,,,619
0,,,,,,,,,,620
0,,,,,,,,,,621
0,2.669656627569395e-06,0.6043488427653548,1.7521489109762813,-3.378389643581452e-06,1.7521489109762813,1.7521489109762813,-42.54658004002026,-39.63714014129226,0.12737221058923248,622
0,,,,,,,,,,623
0,,,,,,,,,,624
0,5.268902621434952e-06,0.4119762801775886,-6.523427569138864,1.5249714256148454,-6.523427569138864,-6.523427569138864,-52.2773711445852,-50.46186058662093,0.016161037576811515,625
0,,,,,,,,,,626
0,,,,,,,,,,627
0,,,,,,,,,,628
0,,,,,,,,,,629
0,,,,,,,,,,630
0,,,,,,,,,,631
0,,,,,,,,,,632
0,,,,,,,,,,633
0,,,,,,,,,,634
0,,,,,,,,,,641
