,B0,E,Eh,Newid,Th,aic,bic,chisqr
0,6.8810783737660586e-09,1.3994371484903203,5.004649704264058,147,300.3808504012806,-10.228008385817724,-9.439110076472845,1.1875475666436006
0,9.706889736449398e-09,0.838546173134809,7.836837298312666,148,303.6924861092865,-12.77965028371138,-11.990751974366502,0.8943791807515371
0,1.630501444971344e-08,0.748605576395204,8.632906140899765,149,302.56475928010184,-27.317997213803082,-26.529098904458202,0.1778175356062433
0,3.876082121934132e-09,1.3265424968532566,4.58713467258348,150,300.09429641977766,-17.59170874299966,-17.27394257628032,0.3264357769337457
0,9.68327573680483e-09,0.9488797286543591,6.403360481295081,151,301.5291273061339,-20.132185404143733,-19.81441923742439,0.23762021055846988
0,9.888683649705854e-09,0.6503107719079799,8.746475534826228,152,304.25736434874864,-26.27674888729583,-25.48785057795095,0.19962731479289578
0,7.448017980138388e-09,2.485177878266503,3.025419817993531,153,290.10346575808853,-18.01985758077181,-17.230959271426933,0.4996383664138144
0,6.927101781073475e-09,1.1517548419820685,2.5344492142946065,154,297.5227818512298,-22.920910030033422,-22.60314386331408,0.16768430369240034
0,1.1844329961263611e-08,0.8448172319619378,5.614574539514639,155,302.7805237009973,-23.02332724136535,-22.23442893202047,0.2865587270615409
0,7.906721277706197e-09,0.9030941315772789,7.181004207206685,156,303.1485545891748,-20.269159928461185,-19.480261619116305,0.389148915473126
0,8.792111927391488e-09,0.9647122835078557,8.354784126076945,157,303.1244087061979,-9.894579889477797,-9.105681580132918,1.2323684943548108
0,8.584556621116235e-09,0.9355923152479599,5.560186621589305,158,302.3493990245356,-16.330075499917875,-15.541177190572997,0.6028317487163923
0,1.3950934407702675e-08,0.6521172581930119,7.261813449056575,159,304.1625571186413,-19.472870907355865,-18.68397259801099,0.4251485530291493
0,9.854111082674422e-09,0.8833842965342806,9.826552741905875,160,302.5499431463245,-14.153415623432181,-13.835649456712838,0.5017087980101259
0,1.206077082649415e-08,0.6414661458790538,10.030658652897754,161,304.224992512339,-24.042172759279005,-23.253274449934125,0.25588763916546525
0,2.33777308622507e-08,0.7269398714947282,5.158757330507966,162,299.87458156350647,-5.98173648659151,-5.192838177246632,1.9035076220249194
0,9.682089574525321e-09,0.8953941207724683,4.959594404472335,163,302.3201493293637,-15.21761254052009,-14.428714231175212,0.6821469675669108
0,1.6272601266464903e-08,0.5358970877946332,6.382339375982892,164,302.92020107816165,-46.3341780779505,-45.54527976860562,0.021495614955383657
0,1.722179998608908e-08,0.7339204102884593,5.589604590403642,165,301.53165954813073,-30.24163238032208,-29.4527340709772,0.12849751836807968
0,1.3391053599320912e-08,0.520667778748249,8.111138675574866,166,304.4042909221349,-24.997420277982577,-24.208521968637697,0.23011974996009957
0,1.7429853560457786e-08,0.5093177873791619,7.068303182450187,167,302.0426714443038,-44.322881145585804,-43.533982836240924,0.026878491537877275
0,1.492021328708404e-08,0.48825578136439907,12.535668896046023,168,305.2473068906264,-19.4853455353049,-18.69644722596002,0.4245596756779639
0,9.763831743114793e-09,0.7300161276377002,7.254141973025201,169,304.3661704829786,-21.51053411254806,-20.721635803203185,0.3390106834856464
0,8.061127987346595e-09,1.5349393728255092,2.2451742197167577,170,294.15866757700724,-27.37650321220041,-27.058737045481067,0.09607545949765764
0,1.0130525751606001e-08,1.5419989182340172,2.218838499742371,171,292.8065249516599,-31.584198153242845,-31.2664319865235,0.0567793129923768
0,9.670837020081535e-09,1.5988768061362215,2.6232331740655788,172,294.8952604745779,-26.68902624897605,-25.90012793963117,0.1906889576122859
0,8.597380141139865e-09,1.0562577351825628,3.7770287966436005,173,299.52707795750416,-33.28810597534059,-32.97033980862125,0.04588707898051433
0,1.596958143501581e-08,0.7530142402024846,6.02402663513464,174,301.8932738270494,-27.274208373515435,-26.485310064170555,0.17868480189088004
0,1.4589514929497227e-08,0.6145333103911736,6.182151302909872,175,302.3762059754008,-17.055276109367085,-16.266377800022205,0.5561623725691216
0,1.6225462751151554e-08,0.6633215848688478,8.204892535156006,176,303.4111831285721,-21.269955803000716,-20.48105749365584,0.34819495724385474
0,8.678188834210232e-09,0.9429622677907286,8.52866980870644,177,303.27856411594956,-5.409308244977744,-4.620409935632866,2.0285098085129203
0,1.3201447490729379e-08,0.6284815027246211,6.446558465745322,178,303.194122920808,-38.67828384115325,-37.88938553180837,0.05032509574049173
0,1.2079640843154493e-08,0.5778252429783803,9.876489112821853,179,304.3881125395634,-31.915620575145,-31.12672226580012,0.10668823646313336
0,6.3269585126590755e-09,1.0501678291248187,5.5200631323951574,180,302.3202995230459,-13.946778355255454,-13.157880045910575,0.7856009198724492
0,1.1877543615312902e-08,0.7626971071929003,6.118000755500633,181,303.33230562956203,-19.548176406487052,-18.75927809714217,0.42160605821694036
0,1.1630535645679174e-08,0.6878385310966548,6.852427667632696,182,303.917517387929,-15.560582946225175,-14.771684636880297,0.6566409085510344
0,1.6593893148453276e-08,0.5898480706177922,9.865747061746985,183,303.88383693278945,-18.34182526835685,-17.55292695901197,0.4820801478416622
0,1.292619966619668e-08,0.6657267162785729,8.801058104994064,184,303.4385676139619,-25.81634426453889,-25.02744595519401,0.21010518186916666
0,1.4587754115780172e-08,0.8274726642142636,5.131604255122555,185,302.03642348546816,-25.08723329472813,-24.29833498538325,0.22783475361719346
0,7.923423472888658e-09,0.6985921953857257,8.336625591003171,186,304.6773534847993,-35.508467751699314,-34.719569442354434,0.07157212350872089
0,1.5895277982735934e-08,0.6118510313002199,7.887732612580425,187,303.46244436932324,-19.035135803056264,-18.246237493711384,0.44633771687394247
0,,,3.0344587685793853,190,292.260678,,,
0,1.719350817275256e-08,0.7817001863971358,2.4817447051214354,191,305.53806153206887,-35.42781773863627,-36.26077986172405,0.004312617917207091
0,1.1438804792263113e-08,0.6129760777953588,622.4147804307523,192,304.73765216364393,-47.74178634153546,-46.150205250341976,0.06928409911185168
0,,,2.9484432277826254,193,291.681883,,,
0,8.642365629807358e-07,1.9677532144088978,2.1838090649523063,195,296.1970400274785,-59.633110250824444,-59.3153440841051,0.001704135662376686
0,,,0.2450520214758926,196,302.11586600000004,,,
0,2.1082853280951497e-06,1.4058442060196445,2.0264089094818725,197,303.4679216016751,-48.77489235699268,-47.1833112657992,0.06307324695677229
0,6.017642675271162e-07,0.49207152630462914,2.030910950687027,198,305.82521928100937,-14.603005348755254,-14.28523918203591,0.4742910449135255
0,1.1439252478595563e-07,0.7561428996419337,0.0,199,308.15,-5.268998278938092,-5.485357682716839,1.0516275023036836
0,2.385034019747323e-05,0.3542187264307408,1.2570489663601925,200,318.85358671044304,-84.91263670191329,-82.65283927206714,0.010232600349719888
0,1.844285591579009e-06,0.5933326313930896,0.0,201,322.40355,-17.480275419400893,-16.691377110056017,0.5305096472289189
0,2.0269072884104844e-05,0.2896268572688496,1.0694265622936951,202,313.86975965421715,-92.54978246951359,-89.71758166510475,0.018402502278831726
0,7.018195717467535e-06,0.37956071405278324,0.0,203,328.000643,-26.951759413363064,-26.162861104018184,0.18520272438598326
0,2.49457901468908e-06,0.2977764399615035,4.433721595700371,204,311.9049565161444,-31.70911082437022,-31.925470228148967,0.024069255249022287
0,1.0402548118459976e-06,0.3873547626631919,0.0,205,314.171404,-19.98009969858292,-20.8130618216707,0.05660881971632396
0,2.8785264285513534e-06,0.40553209410919044,1.572939124579166,206,300.2876953629226,-23.938414985760854,-24.1547743895396,0.07304200713019791
0,1.95211566977882e-06,0.46834437672068496,0.0,207,308.16736000000003,-32.368093585375696,-32.58445298915444,0.021906752351255068
0,4.663922378300711e-06,0.9161489169478956,1.2052142792784526,208,281.30819846897214,-34.54633264196682,-35.3792947650546,0.004995109370627822
0,1.6074061630622083e-06,0.4693936776010603,0.0,209,308.1845,-18.965055299639694,-19.798017422727476,0.06704331244530826
0,,,0.4778835392173211,210,285.0721525,,,
0,1.705784105165975e-05,0.3537381803533841,1.2330232881021672,211,307.73783588947043,-42.39235349354971,-42.60871289732846,0.0052318125509840585
0,8.881784197001252e-16,28.553208830034773,29.168109830709003,212,291.02979707244293,-22.76595519406396,-20.826328594911956,0.9241111247254294
0,0.31224826397148964,0.3121073597954349,28.283070947543006,213,308.9788861231163,2.8845939622183314,2.0516318391305512,2.557913267640154
0,0.9821481931223484,0.2845132165033528,23.498213561106947,214,308.6655170480724,-9.91516075525994,-10.131520159038686,0.5415074090018165
0,0.7222567606686905,0.23937547156704664,23.176190265451744,215,308.4356526507847,-15.179106791175684,-15.39546619495443,0.2552808873291683
0,1.878305122616184,0.40654468971601787,0.0,216,308.15,-22.199932924985916,-22.416292328764662,0.09363360023127167
0,10.87119747793289,1.7612719449833913,2.4502638740226956,217,282.8457749334928,-10.850183530315089,-11.066542934093835,0.4737984719212681
0,3.271236754686343,0.23149477086691905,0.0,219,308.15,-12.74474913508552,-12.961108538864266,0.3614522113089388
0,4.278876990578892,0.03392053554873087,39.11456076573091,220,307.83752494753924,-10.58887607693871,-10.805235480717457,0.49181946237586643
0,3.270381565260621,0.7897964567992701,1.3437519835131528,221,286.87715718814184,-4.367907210624907,-5.200869333712687,0.7637166777698133
0,2.230618295943674,0.09423406311053273,31.639211089645528,222,308.6115802446671,-13.370802608181954,-13.5871620119607,0.33052874403403315
0,4.542488730551505,0.10415480654567366,41.71096892305941,223,307.92684285114484,-22.68426474605848,-22.900624149837228,0.08737411185418843
0,3.731936833662327,0.23037729458488254,0.0,224,303.15,-5.118980752214025,-5.951942875301805,0.6738570228739059
0,4.74192993720337,0.08952287927168068,0.0,225,308.15,-12.789783959815477,-13.006143363594223,0.35913425607110194
0,4.166325237878643,0.27648812114245946,4.2275072688984245,226,303.84244720141,-8.822135795216912,-9.038495198995658,0.6330207307309996
0,,,0.3883469959821849,227,283.15,,,
0,4.209466870499186,0.33487569926534366,0.0,228,308.15,-13.536617307679702,-13.752976711458448,0.32279124457509467
