,B0,E,Eh,El,Newid,Th,Tl,aic,bic,chisqr
0,3.424207117852518e-08,5.675651042335402,11.181988718755854,5.31557453462794,76,293.4409655883812,282.2870462217932,-44.15855464734454,-42.97520718332722,0.017551518160772286
0,2.247393382504015e-09,3.852230541651452,3.1002977278107275,8.834003910735246,77,286.62287820500916,297.9104550813569,-4.273598648518899,-3.796949398439885,1.0462807265050542
0,1.1193599380732167e-09,3.157793620246337,9.903661701611743,3.070475086395458,78,300.6592024113185,291.05751185092873,-41.09624659674763,-41.420785702415756,0.0035554702848421805
0,2.27037744160441e-09,2.098838707344577,19.93826765609298,2.45711310268616,79,305.6643613404575,294.33570459114446,-29.038333082443927,-28.561683832364913,0.04734234723554126
0,1.5962514809286787e-05,23.911149495126416,30.852962590850943,23.18665226417535,80,286.2212051223389,280.913779434201,-39.10313894187053,-37.91979147785322,0.030779636145950015
0,1.359824253199804e-09,2.8637776950013856,7.296380905782348,2.80827930338748,81,300.4064828108109,291.52293269966543,-44.806598654982366,-45.13113776065049,0.0020926622281308214
0,2.0604584705097295e-09,2.9820285602364662,11.912999356780782,2.8614243987079977,82,302.24584386934373,290.1174916695706,-39.574343363107495,-39.89888246877562,0.004418949907834729
0,3.869220055463529e-09,1.7804388120379127,7.387700334452488,1.9443587276147887,83,303.0423769343166,294.57594038488037,-24.24017574242299,-24.564714848091114,0.03950777408553751
0,1.6456296325628728e-09,2.502581553154517,10.763271620584312,2.7149692360200026,84,302.82839679390787,292.704641941383,-55.82553343015073,-55.348884180071714,0.0016636352903319392
0,2.0364001596107073e-09,2.2197653288566523,6.135065476279086,1.4207617301975852,85,300.04142637430044,289.35962160786136,-12.999439074781158,-11.816091610763841,0.5596235936662489
0,8.883509705626125e-09,1.1431612264016695,31.735074610280748,3.863703290502839,86,324.61311209132043,299.73898607138767,-23.36918366651939,-23.693722772187513,0.04474254793443501
0,8.892012615113742e-08,9.827028909880285,17.82695796360548,9.098854773905883,87,291.3290810156805,281.5066621184793,-31.925552401574357,-31.448903151495344,0.03299984189733576
0,8.974963217056597e-09,1.841703199242271,9.591412945183675,2.3202217579346924,88,301.0636001018712,291.66252913187327,-26.28483475062844,-25.808185500549428,0.06679261208079977
0,8.148433039423253e-09,1.5772298537510547,12.140613359305831,2.2526010304660526,89,302.2874547549945,293.95198802204413,-23.920475727695916,-23.443826477616902,0.08975981266439709
0,8.896952286008286e-09,2.920881389695005,10.127445109042831,2.747359108096686,90,298.57710114270003,285.9831584252618,-46.55568721120268,-46.07903796112367,0.005300154225372747
0,1.2628354140176157e-08,0.9166923738099315,6.172145480792258,0.965506918610838,91,301.5169785308159,299.72497933536266,-40.505659110420375,-40.8301982160885,0.003868461890372973
0,9.495297881301212e-09,2.514058525605949,7.934247160414838,2.28485078703911,92,298.23905738220066,286.70056887871306,-40.59524146152583,-40.11859221144682,0.011165086558997943
0,1.5738890191130395e-08,0.8329898952624721,7.617001270258029,5.707977115011018,93,322.08408371382956,297.6855262695045,-18.130124255497755,-18.454663361165878,0.09457204859175201
0,2.036277013672816e-08,0.7999349987249087,79.10664524588647,4.487781180551998,94,304.46420770471406,298.07922310444167,-41.66188750692187,-41.18523825684286,0.009771411048571519
0,3.4275372984282626e-08,0.7027313811484792,6.593187887108474,7.844163979475738e-06,95,298.00256421975564,284.6418611316327,-25.815098617304344,-26.139637722972466,0.03154794596376472
0,9.508391407564432e-09,1.1485316868165776,3.409575667317265,3.407892873533057,96,297.573788214813,308.11017586441005,-16.247394902123204,-17.496838086754874,0.05414229091057108
0,3.175755614037712e-08,0.7645678474380377,4.523050629970623,5.59363257135459e-06,97,296.76429134296427,327.4154991826903,-20.748331670707067,-21.07287077637519,0.06506145808751099
0,3.482114818709192e-08,0.6934388780416687,6.536834663065875,2.0232107772910624e-05,98,297.31335842643136,282.11766524322604,-18.06908390037044,-18.39362300603856,0.09540032772289542
0,0.00016084451498121766,28.493029870525422,33.80726900880984,27.649700493607966,99,283.9339861786427,280.88816639349426,-29.72729479441071,-30.051833900078833,0.018040573679601178
0,1.6496261689979974e-08,1.4390772294147616,16.854209693683895,2.297877864424535,100,299.36906452106996,291.8524542215662,-29.823146440319626,-30.14768554598775,0.017795226056932442
0,3.176895146950187e-08,0.7462512447372955,5.94560205020404,0.00023784240328428297,101,297.2789184739614,289.3184192432075,-17.50523222846398,-17.829771334132104,0.10340282187292378
0,0.00019394054703769648,34.521815906962075,40.095051830060335,33.88169751504,102,283.9657570355173,281.3082077264256,-23.26742309854624,-24.516866283177908,0.016803898254530485
0,4.315579493763266e-08,5.639971722410134,15.817405317893012,5.224304204271685,103,296.6197768354852,281.9001078432014,-34.44529406330973,-33.96864481323072,0.024083695174258655
0,6.806053498564779e-09,1.8212741914190977,7.641011025707369,1.9618970203404102,104,300.96660713064114,291.8222420213517,-20.674758702916634,-20.19810945283762,0.13467331848952996
0,7.992179140714484e-09,1.929880887910807,9.484484448025094,2.058552553267771,105,301.0373292625402,290.67830283174516,-45.31722169860965,-44.84057244853064,0.006187580316999702
0,7.517086952901764e-09,1.3315404422415802,14.226713188610853,2.146109805489844,106,304.0136038626166,296.40963004032136,-16.888602568297756,-16.411953318218742,0.2161821846475797
0,4.6579117229939015e-08,6.80500966585938,9.967987433790594,6.140213603210073,107,289.41623886160636,281.75365549135824,-32.80362059697243,-32.326971346893416,0.029569524286871915
0,7.746672192610049e-09,1.6340460585472152,11.615339745626912,2.031314190342074,108,303.1644130317014,292.8067918590953,-17.732399733258937,-17.255750483179924,0.19454176187180486
0,7.253430522879967e-09,1.6571473093850866,8.104029257678336,2.2668194663624237,109,302.50179586014707,293.8198550388838,-26.86822501444758,-26.391575764368568,0.06209520016082476
0,9.876708562117642e-09,2.154459963381336,18.17097934426895,2.09966603512367,110,302.73180274586167,287.73823237683405,-61.26003245813733,-60.78338320805832,0.0008434056516967221
0,0.00024633405162477473,35.52685188624396,43.26263369556782,35.003481565646425,111,285.1638826971522,281.2465613294074,-64.57605344918703,-64.09940419910802,0.0005572117997209318
0,1.2889269651594759e-08,1.541164680503512,9.418838099669696,1.632674807646068,112,301.533025409956,290.15649125874546,-31.350913333020642,-31.675452438688765,0.014305982537367576
0,1.601165644515845e-08,3.8558544694827424,7.487879412675408,3.2449690455703033,113,293.4609927808402,283.29817816511706,-21.083861880392973,-19.900514416375657,0.22792011686639893
0,9.524794952753268e-09,1.5886512155500152,13.514830805236775,2.16827202205986,114,302.80617546378045,293.02247799259,-23.995385030268586,-22.81203756625127,0.16492529779281093
0,1.1425142387722076e-08,2.552809168443575,9.837782310683142,2.5217000017915434,115,299.4772904771861,287.23527893842214,-31.785110954152728,-31.308461704073714,0.03358427499748358
0,2.1839222430486416e-08,4.0987335695088465,10.359100896503104,3.4670399524582773,116,295.37527305085064,282.2181248809777,-33.87800490498232,-33.401355654903305,0.025853505667906104
0,7.202215490664798e-09,2.1881185184687,9.791608851307394,2.157461163368998,117,300.40438950437283,288.9132178484389,-29.001840234525503,-28.52519098444649,0.047558797675745085
0,1.6326415996914534e-08,0.9274079276119873,0.0004629110103484546,5.2971730663417205,118,328.7954920584989,300.716593760157,-14.05861978448814,-13.581970534409127,0.3079290340820762
0,4.807860776168127e-09,4.948643055733043,18.71106354253974,4.720367483117489,119,299.06702459518795,285.55106362878183,-18.7187732922008,-18.242124042121787,0.17197517915071492
0,7.968790960433125e-09,2.1677596504508214,14.305009153875437,2.215423681858727,120,301.75086185298454,289.4725605869749,-31.67083424277199,-31.194184992692975,0.03406745536048583
0,2.7822939729915674e-08,4.067532992871571,10.116541179316602,3.5331768264051053,121,294.97731164934913,282.0200179158746,-42.48554210738909,-42.00889285731007,0.00881543407352676
0,7.919796152222602e-09,1.5514259683557303,8.660699175415736,1.8564642713086421,122,302.145451328548,293.63057163288767,-19.728348395004467,-19.251699144925453,0.15158602283301725
0,1.8240664534374673e-08,0.7207596406100638,6.1138417541906005,1.2007971036769276,123,301.16740219428146,303.4674586692627,-39.75096746584624,-39.274318215767224,0.012407807200496607
0,8.111851412806459e-09,1.4087885917593113,9.68557540456897,1.5584660628501457,124,302.86359992420824,294.32680650932195,-45.75004726994594,-44.56669980592862,0.014706770080167126
0,4.268678965857475e-09,1.1958011254840866,12.4291538253823,3.9570779152867415,125,304.03468141966323,302.096567154111,-33.16577882104409,-31.982431357026776,0.05953473878542141
0,1.5304585376796354e-08,1.162914922912214,7.636874840075494,2.1696131848831994,126,300.7523443921377,294.83410058863404,-43.39304864522136,-42.209701181204046,0.019109711732865457
0,1.1541266831116559e-08,1.3540301023570813,18.2096953431935,2.0047972270508634,127,300.48861322003313,292.49962284078515,-53.208232620128456,-53.53277172579658,0.0006301506414051794
0,1.0402422256916566e-08,1.8373754640891669,18.642872247167304,2.322855960819461,128,303.56871084043956,291.5677919466536,-34.5973657285095,-33.414018264492185,0.050779603871656406
0,8.380554028519782e-09,1.0458937727535913,17.343364866625844,3.0874168247921325,129,305.7636294076371,300.75553605067097,-29.62947211518896,-28.446124651171644,0.0881890631388483
0,5.435546235332822e-09,1.6889953150971584,10.306540356199141,2.375614521013028,130,302.37560630919495,293.97129392787883,-40.76919452339726,-39.585847059379944,0.025578087307434258
0,4.568230016488428e-09,8.091516775317224,11.907266730663608,7.681358140427305,131,290.8852985501846,284.5142386903466,-21.85350587104592,-21.376856620966905,0.11622274748888069
0,8.669204909494965e-09,1.7076147160213306,13.081183611534877,2.3807282798082707,132,303.49878523341596,293.5668765205783,-36.889631454470916,-35.7062839904536,0.03936190945562154
0,6.964885557181333e-09,3.5153254777625182,9.730175576053306,3.329744738250011,133,298.28101200982115,286.880107732492,-32.67397858149311,-31.490631117475793,0.06287851040639843
0,2.7252712975212035e-08,3.8580277850483276,10.60247078183937,3.354960616281552,134,295.89980049639297,282.6476240303839,-1.2813086248002108,0.5342019331640646,2.6497206795888877
0,1.3615627958429855e-08,1.4437000922754137,14.295450993441492,1.8768149010714268,135,304.2597720866609,290.60505272687715,-55.18091364821858,-53.99756618420126,0.005157406801938725
0,1.5193208247055168e-08,2.3519705656633856,12.112890592803872,2.25239389577449,136,301.05770059056397,285.9444698862377,-40.14011824886116,-38.95677078484384,0.027429892454673626
0,2.2544657030110216e-08,0.9622050967075013,11.138632859661591,1.79661192462462,137,301.9737966532458,293.9034203562953,-56.440588141540886,-55.96393889146187,0.0015405250547644565
0,1.4538278580999986e-08,1.7907223361395208,14.265363284788018,1.8975562469745064,138,303.2896764312593,288.9937389983928,-37.66769028628971,-36.484342822272396,0.03610197605787985
0,8.316575872413523e-09,1.0639725353011853,15.875808298506545,2.5894317023995144,139,303.8018905703254,299.79404860949046,-32.582352441598076,-31.39900497758076,0.06352192618722094
0,1.3727900149973493e-08,1.521175419857316,8.550836586878692,1.6381095809614203,140,300.6041154715549,291.746966539892,-46.20393625646189,-45.72728700638287,0.005538395227133872
0,9.128973577077204e-09,1.6015902241640343,12.856978367181743,2.4912800224385965,141,304.0675348617619,294.593337261328,-30.478284032612812,-29.294936568595496,0.08025190655008517
0,1.0767356117824534e-08,0.8962879370573993,41.19290879536266,2.5173970911658445,142,307.25749230063167,301.3968266524821,-42.00464413852012,-40.821296674502804,0.022297260891119993
0,9.7728445336287e-09,2.015453229165485,10.99682789897524,2.3397367338134347,143,302.64069640965494,290.5764639468847,-37.86169455132786,-36.67834708731054,0.0353320884698346
0,1.1944571776112411e-08,1.2978550267082887,7.223792791085394,1.4463778747814486,144,300.92539442162814,292.7990947207263,-21.754169282041822,-21.27752003196281,0.11767489092939235
0,1.2493979406613676e-08,3.5797234366335786,13.181753836307198,3.4287706327785807,145,299.70380177669955,285.1306521255875,-28.881548198708444,-27.698200734691127,0.09583094140612929
0,5.107176459517859e-09,4.87247732505376,12.462258176667225,4.649011944955069,146,297.5491522147226,285.8758874822697,-38.09045543308605,-36.90710796906873,0.03444533921745682
0,5.206927999878985e-09,3.001200270321627,9.91061392854824,3.175176145618373,147,300.0130993542286,289.6768262717814,-17.888515479432392,-16.705168015415076,0.32506777268773623
0,8.609984947227645e-09,1.6864617164223747,14.031727434420052,2.383663613565802,148,304.06340682836736,293.85732220615506,-33.22212453153126,-32.03877706751394,0.059163177863109026
0,1.9237479609302e-08,1.2607939939718849,9.435214211986233,1.173393818770382,149,301.45291620503417,292.36627789072975,-27.30959400365026,-26.126246539632945,0.11411961917087542
0,4.1477115075849724e-09,1.9044587076255661,11.628988238152047,2.1547347792514087,150,301.970365334269,292.5157872221912,-29.29427292854666,-28.817623678467648,0.045851719677358786
0,1.1448567427407852e-08,1.9228620334035949,10.416230833477085,1.8811690222432844,151,300.6179131718366,288.87336243069024,-50.48507457231793,-50.008425322238914,0.003243206494211697
0,9.597010297568431e-09,0.7277900153271384,40.14068995814177,5.1027836247998355,152,307.2935633057207,303.40206220651044,-25.916187799101664,-24.732840335084347,0.1332290864304329
0,4.512373186216223e-08,8.760263201137999,10.369515272931773,7.966393925948491,153,286.2175090086752,282.2066689365265,-54.512215602854056,-53.32886813883674,0.005555195845709791
0,4.341700614807209e-06,21.219915089516757,23.680786720589403,20.509102766334312,154,283.6843413097847,281.0979351122741,-28.840427984372305,-28.36377873429329,0.048528115092499866
0,1.3001371312881815e-08,1.7387693298235525,8.297771124463365,1.8283176669086645,155,301.5356681524786,290.2106810050964,-60.25691386125756,-59.07356639724024,0.002934197147990607
0,2.730636605718928e-08,4.938492158924788,11.93060740265848,4.33927126289042,156,295.54391254016315,282.00180813992176,-34.90995899121059,-33.72661152719327,0.049046174475648414
0,9.588445815111868e-09,3.0407617990956135,12.769035353600302,2.9776671468503464,157,300.4397079429609,286.97224870325283,-31.191381581959902,-30.008034117942586,0.07413868481256607
0,9.725121818959792e-09,2.301361252050259,9.283549822312043,2.316730142601798,158,300.60684092478795,288.0770088436794,-29.920163559414277,-28.73681609539696,0.08538614962566897
0,1.2727961129499477e-08,1.1483806369717975,18.345876019214863,2.223616919134805,159,305.8844455880155,297.2107168066378,-47.233315497350155,-46.04996803333284,0.012472177413682185
0,1.6455391049774448e-08,3.33086121327403,14.617713327101635,2.974818885869176,160,299.2493633842778,284.149393653663,-50.2282672778699,-49.75161802779088,0.0033490054157264255
0,5.3096091301441106e-08,4.5468986329746555,14.3960367093289,4.095684812505062,161,297.525829713108,281.27567422495315,-33.46328133568733,-32.27993387167001,0.05759893928567889
0,7.898454461585658e-07,4.078936784852281,8.52691651602265,3.382596243508858,162,290.0578591089161,276.2223039633287,-1.989966376849761,-0.8066189128324446,1.901767788866485
0,9.333407380296421e-09,1.603416144071483,12.86457206946732,2.227794109517346,163,304.3876415539666,293.30119171439554,-27.36883195751031,-26.185484493492993,0.11337095099046388
0,1.6272602820777138e-08,0.5358970889054562,17.089223536586218,6.382339366716974,164,327.8129527435259,302.9202010723965,-42.33417807782542,-41.150830613808104,0.021495614955682373
0,1.7030953536334437e-08,1.0714297586397135,6.8900302643941815,1.8866905908589784,165,301.4487038068178,297.0164073573603,-40.02370574033905,-38.84035827632173,0.027786995052957845
0,1.2861494980143107e-08,0.9984090151443248,11.031234518816557,1.7167962723159769,166,304.2663273841035,296.6369661161375,-48.89079699329663,-47.707449529279316,0.01037434307408981
0,1.7295252563442887e-08,0.5327084881112019,46.18130941946198,6.455672739095941,167,307.38821604043926,301.78537578574884,-47.73046248355274,-46.547115019535426,0.011801914954566832
0,1.4403432668785854e-08,1.249821981435022,20.282714141769997,1.7453352412056717,168,305.36007617877925,293.26407751111543,-41.22305012521026,-40.03970266119294,0.02432020825514115
0,9.31139099158429e-09,1.3105011928985442,11.675571309771273,1.8267053726384463,169,304.50961596463185,295.2899220986997,-41.11260684367202,-39.9292593796547,0.02462049179320445
0,1.2275357841318169e-08,2.5834046190899724,2.2964285349539506,6.562262620555899,170,285.34810175113586,297.61549966458625,-41.84112373475329,-41.364474484674275,0.009554921421202985
0,1.0909687819804503e-08,1.7575444975280448,61.1156015322021,2.1112871139408087,171,304.7431709619592,290.36601273117725,-36.85348180538166,-36.37683255530265,0.0178233892041657
0,1.921156307371774e-07,10.140121509462833,11.565470578898639,9.084585402199675,172,284.7014178077869,281.1530731519927,-33.23764270382411,-32.05429523980679,0.0590612541602849
0,8.61642601712731e-09,1.139649149163993,5.061714700420669,2.3049718272086537,173,300.9961664644202,299.2319921673551,-30.663943254584026,-30.187294004505013,0.038636750686301624
0,1.546599048829478e-08,1.1169504752562545,7.761956526377036,2.0902541467325095,174,302.02484671671357,297.05855629089524,-40.255757219113164,-39.07240975509585,0.027079706500593128
0,1.468377952562605e-08,1.6165283961967654,8.902228447574071,2.1461541304575342,175,301.09425616394435,290.77675410182434,-32.88636428729043,-31.70301682327311,0.061412048566027
0,1.5411782960939036e-08,1.2420321274461852,10.511227233984958,1.9210934384005487,176,302.97904388627694,295.2678508511282,-39.311713296748756,-38.12836583273144,0.03007452232380412
0,1.4204672327267076e-08,5.538359193050919,15.062074109902028,5.302529470670731,177,297.1265089757769,284.17385828083644,-34.938212812490185,-33.75486534847287,0.04889244458860212
0,1.574281593974547e-08,1.0428100541016967,7.336183705074912,1.0416285243421473,178,302.09938609212827,293.55512841718263,-46.4721315013099,-45.28878403729259,0.013572916266480115
0,3.0521476013234405e-08,2.1414509047982193,11.886790682012043,1.7914937789479857,179,300.9341751259584,281.4443789160595,-43.04212240205126,-41.858774938033946,0.019869551375215937
0,2.619622230248808e-08,6.964739857622844,12.615204145633102,6.369677960723413,180,292.6440877170992,282.3545467920981,-41.16386679263944,-39.98051932862212,0.024480663132547455
