,a,aic,b,bic,c,chisqr,d,id
0,36790.452790356816,-30.031374732567627,,-30.247734136346374,1.2843327618747105,0.030588126011548644,-0.0014591356971379419,1
0,0.0,,0.0,,0.0,1.0,0.0,3
0,0.0,,0.0,,0.0,1.0,0.0,4
0,-10315.61841613381,-42.6757650543586,,-41.46542468238242,-0.3370376647053013,0.06297664016125469,0.00037078937864666145,5
0,17784.779311875238,-29.394321158371703,,-30.227283281459485,0.6269831861343191,0.011788540181045444,-0.0007150851195307334,8
0,-6938.655672777304,-16.100047615456045,,-16.31640701923479,-0.2229028986635583,0.2238108964369995,0.00024333397600940444,9
0,1044.8828213939028,-27.95597042197116,,-28.78893254505894,0.042137303145901625,0.014982052896880574,-5.0498923594883987e-05,10
0,12450.448927296804,-22.60335532682229,,-23.43631744991007,0.43808429816205224,0.03656002853462299,-0.0004991570227576489,11
0,4598.336331577456,-24.71915730502066,,-25.55211942810844,0.16244653315400578,0.02569565378151364,-0.0001851887085861471,12
0,-6462.211737693718,-6.332811478882142,,-7.1657736019699225,-0.22894501982035326,0.5504371799193053,0.00026225703943294953,13
0,0.0,,0.0,,0.0,1.0,0.0,14
0,0.0,,0.0,,0.0,1.0,0.0,15
0,9076.816292582911,-18.85403353103901,,-19.070392934817757,0.3302411333474403,0.1510143587877003,-0.00038258056997295565,16
0,8725.506891613919,-20.320099899197544,,-20.53645930297629,0.312924552891797,0.12247866738318222,-0.00035991577798242695,17
0,7985.065353089373,-14.055055985449354,,-14.2714153892281,0.287729972561224,0.2997483065654214,-0.0003317140593067003,18
0,-92.00401325314562,-44.48544987240931,,-44.70180927618806,-0.0019292034341258327,0.003879646408658037,1.958513235926462e-06,19
0,1042.4781107802012,-45.65678667028659,,-45.87314607406534,0.03889872645476514,0.0032818595227635267,-4.5233714715025165e-05,20
0,-1113.5118149325672,-33.03150689743054,,-33.86446902051832,-0.03541816715381509,0.006429715331268949,3.884233495653989e-05,21
0,-576.8328133653624,-46.64274495660699,,-47.47570707969477,-0.013618794202003173,0.0006652386628396014,1.2308558782669693e-05,22
0,5795.1033594987875,-22.684071807530092,,-23.51703393061787,0.21215459060476793,0.036071489194147134,-0.0002462082418798475,31
0,35429.251069714395,-26.516001040792844,,-25.727102731447964,1.2728007607820293,0.19439042361312298,-0.0014645904956953535,32
0,-418.31253796452336,-42.38364224409288,,-42.06587607737354,-0.005684941304456779,0.01472050677194982,2.4120721032282257e-06,33
0,7346.619038684345,-35.45054620347584,,-36.28350832656362,0.2733245565771374,0.0042963122894129745,-0.0003192912963233543,36
0,1655.0037354110032,-44.1465750054099,,-42.2069484062579,0.07885413749424681,0.15557283459734986,-0.00010084584879173543,37
0,6175.963430022415,-45.88609301599642,,-45.09719470665154,0.2138625258355989,0.022592911076092265,-0.0002413332460806343,38
0,7369.633923520595,-29.771660385267758,,-28.180079294074275,0.2537066028702418,0.3549096478663346,-0.00028563790216964746,39
0,-2259.5482417483413,-31.135291703670752,,-31.968253826758534,-0.07101211805387064,0.00881950839495389,7.675818851316615e-05,40
0,1509.1906836618152,-26.52973945762858,,-27.36270158071636,0.060969703501032785,0.019002264797645198,-7.344538329700931e-05,41
0,6406.057817595486,-29.821710244461947,,-30.65467236754973,0.23165383555726396,0.010978034075825309,-0.00026736928585645303,42
0,405.3831907831037,-27.298925835319167,,-28.13188795840695,0.017167281515708618,0.016715901338079493,-2.068022312127715e-05,43
0,7065.290494162981,-32.68352441798845,,-33.51648654107623,0.2551212135493121,0.00681364585818552,-0.0002937949009224089,44
0,26482.532439907613,-26.782069052639926,,-27.615031175727708,0.922201852121959,0.018219696595890376,-0.0010461449547014808,45
0,-8734.887921612517,-30.421906822026536,,-31.254868945114318,-0.2754657409489942,0.00993301056844496,0.00029772893736775024,46
0,5074.132781071329,-19.481899243914416,,-20.314861367002194,0.20117706788845374,0.0615099043112748,-0.00024108911655160864,47
0,12350.357515680445,-39.1052588838208,,-39.938221006908584,0.43128079491031185,0.0023364630471779755,-0.0004894518271132399,48
0,16589.081135964916,-17.586558204663092,,-18.419520327750874,0.5861827234737105,0.08435958032318465,-0.0006693614408910859,49
0,21148.85104368441,-21.004891370784822,,-21.22125077456357,0.7403907482428873,0.11106432277386968,-0.0008420379129237055,50
0,9255.268562614834,-30.40005579619131,,-30.082289629471965,0.349223982124598,0.06583751720522074,-0.0004108485826612539,51
0,0.0,,0.0,,0.0,1.0,0.0,52
0,19594.660909705803,-11.596709833489399,,-11.813069237268145,0.7004886874159768,0.4258705606355095,-0.000804567799287059,53
0,23573.317998507217,-12.124136457200592,,-11.806370290481249,0.8382998021373109,0.6465688981374517,-0.0009607658306100862,54
0,7637.571036186183,-31.215476562024413,,-30.89771039530507,0.28545848739962987,0.059457528467972774,-0.00033415248539363695,55
0,6113.104514037167,-37.448700056056694,,-36.659801746711814,0.23154086688651612,0.057692333392243826,-0.0002724581875029024,56
0,9278.340834153089,-18.21303831485481,,-18.429397718633556,0.35009715254794416,0.16549577549352973,-0.00041165937439512177,57
0,0.0,,0.0,,0.0,1.0,0.0,58
0,4397.088327997481,-28.040745882448732,,-27.722979715729387,0.1781888376207534,0.08842047720029504,-0.00021561971221943264,59
0,-6183.430318747435,-28.749117396057436,,-28.43135122933809,-0.19235014098115763,0.0809277795254986,0.00020613924172515187,60
0,12788.531823897352,-27.797571536545007,,-27.479805369825662,0.46709892917594525,0.09114944193302368,-0.0005417322915941119,61
0,15896.244923655298,-28.559421600342198,,-28.775781004120944,0.5786988035136023,0.03774643045356946,-0.0006706687764700972,62
0,14792.014439082706,-14.0401300097835,,-13.722363843064157,0.5392791663199697,0.5088638876224953,-0.0006249859660354972,63
0,15342.917886809357,-22.73442121638686,,-21.945522907041983,0.5523877343865258,0.29590668925094105,-0.0006363660975660648,64
0,8150.903492845107,-36.08847863987151,,-35.29958033052663,0.3030118962322293,0.0671050973421793,-0.0003540289324660462,65
0,2353.058682133654,-24.533462464454857,,-24.215696297735512,0.10648993004231182,0.13707305235834089,-0.00013393740775018034,66
0,12201.2239805917,-17.897881363729027,,-17.580115197009683,0.44945995333783484,0.3141786113664431,-0.0005228726259852803,67
0,-8956.84632425483,-28.212393504134468,,-27.894627337415123,-0.2813983606914322,0.08654353937217861,0.00030307102599627623,68
0,9609.634544663619,-13.845811156089056,,-13.528044989369713,0.3722457445236493,0.5213754554909857,-0.0004433842861732429,69
0,26428.198712724123,-13.502741361483157,,-13.719100765261903,0.924616342049234,0.32435715325511316,-0.0010511881830387977,70
0,-1395.6729623985127,-20.87397539096203,,-21.090334794740777,-0.016427973081176106,0.11316102459191898,1.333757203421667e-06,71
0,4199.446680717516,-16.62279719408537,,-15.83389888474049,0.17995581979082514,0.5835402918871375,-0.00022228903934838428,72
0,15372.46854931367,-19.37797597685602,,-19.594335380634767,0.5558614351326839,0.1401237558888927,-0.0006415307551388961,73
0,10452.520379897396,-17.861925666968475,,-17.54415950024913,0.3928955658546572,0.3155938532193975,-0.00046113012921104277,74
0,13126.901407914882,-16.113082367647795,,-16.32944177142654,0.4894278968285912,0.2233945242831765,-0.0005724737505336821,75
